HOSPITAL,,,Reviewer,"RATING CATEGORIES (Score 1-5, 1 = low/bad, 5 = high, outstanding)",,,,,,,,,,REVIEWS,,,
Hospital Name,Hospital City,Hospital State ,Reviewer's Name,Onboarding & Orientation,Culture & Friendliness Toward Travelers,Facility Location,Safety & Patient Ratios,Management & Leadership,Patient Acuity,Housing Options,Pay,Diversity & Inclusion,Would You Return?,Review Title,Review,Source Website,Date Posted 
University Hospital And Clinics - The University Of Mississippi Medical Center,Jackson,MS,Anonymous,3.5,3.5,3,5,5,,,,,,• Intensive Care-Syndicated Review,-,Scrubster,"February 1, 2023"
University Hospital And Clinics - The University Of Mississippi Medical Center,Jackson,MS,Anonymous,3.5,3.5,3,5,5,,,,,,• Intensive Care-Syndicated Review,-,Scrubster,"February 1, 2023"
University Hospital And Clinics - The University Of Mississippi Medical Center,Jackson,MS,Anonymous,3.5,3.5,3,5,5,,,,,,• Intensive Care-Syndicated Review,-,Scrubster,"February 1, 2023"
University Hospital And Clinics - The University Of Mississippi Medical Center,Jackson,MS,Anonymous,3.5,3.5,3,5,5,,,,,,• Intensive Care-Syndicated Review,-,Scrubster,"February 1, 2023"
University Hospital And Clinics - The University Of Mississippi Medical Center,Jackson,MS,Anonymous,3.5,3.5,3,5,5,,,,,,COVID MICU Travel RN • Intensive Care-Syndicated Review,"Level 1 trauma, teaching hospital, ~700 beds, highest acuity hospital in the state. DO NOT GO HERE IF YOU AREN’T USED TO EXTREMELY SICK PATIENTS! Fair warning! Epic charting, Alaris pumps, wear any scrub color you want. Overall, I have enjoyed my experience here and consider it one of the better places I have worked in terms of safety and resources, and I also enjoy sicker patients. But like most places I do still have some complaints. Pros: - NO 3 PATIENT ASSIGNMENTS!!!!! THEY JUST DON’T DO IT! - Manager is really nice, not overbearing, very understanding woman. I really like her. - The beds are mostly stryker icu beds with turning and pressure redistribution functions. - Facility is pretty nice - Very restricted visitation and phone call times :) only 4 hours a day for non-covid and convalescent patients and it’s kind of in the middle of the day, 10-2pm. - - No visitors at night unless a patient is dying. - Doctors actually obtain their own consents! You do not have to make any calls for consents!! - There is a critical care transport team consisting of an ICU RN and RT who will bring your patients to procedures, to radiology, wherever as long as they are vented. Not ALWAYS available because they also double as rapid response, so if they are busy with a rapid they might not be able to come for a stat CT. But for scheduled stuff they are great and sometimes they are available on the fly. - The residents are the prone team (you read that right!) - There are usually one or two staff nurses acting as a resource nurse on the unit most shifts. - Every room in the ICU is negative pressure - Free parking across the street at the stadium lot. It takes about 7 min from me stepping out of my car to the moment I clock in. Not bad for a large facility. - CRRT machines are prismax and prismaflex. Most ICU pts who have AKI and require HD will be started on CRRT - nice to me because a lot of these people are too fragile and you just know they’re gonna try to code if you start em on HD. I personally like doing CRRT so to me this is a pro but not everyone may feel this way. - Most of your patients will have a quad lumen central line and an arterial line Cons: - There’s truly nothing to do in Jackson, it’s not an exciting place by any means. There’s some decent southern food but there’s not a lot of fun sightseeing to do on your off time. A few museums but that’s it. - I cannot figure out why housing/hotels cost so much here. It’s not the worst, doesnt compare to cali or NY, but if you want anyplace clean and safe to stay with a kitchen expect to pay at least $75/night and even then, that is kind of hard to find. I have stayed in quite a few seedy areas here with musty ass rooms that looked OK on airbnb.com and what not. I am blown away because I spent much less on housing when I stayed in a beautiful vacation town elsewhere!! Even the extended stay hotels were cheaper there!! I am paying about 2500/mo for a clean and safe rental. WOW - There is a lot of crime in Jackson, a lot of blighted areas. Feels comparable to cities like Memphis TN, St Louis MO - No CNAs in the ICU - Sometimes I felt that the residents and their attendings were not aggressive enough in their care. Waiting a bit too long to start CRRT when a patient has not made any urine for several days, clearly their kidneys aren’t getting any better, kind of throwing their hands up in certain situations more than a few times. Document document document is what I say! I will say to be fair some of their residents have been really excellent. I set my bar pretty low for residents because obviously they are still learning, but some of them are really good! Obviously this is a factor that will vary. If you’ve worked at a teaching hospital, you know how this goes. - A lot of the travelers, sometimes myself included, felt that staff was very unwelcoming at times. This is not true of all staff, some of them have been very sweet and helpful. This facility is not used to having travelers in general so I can’t blame em for being salty that someone is here making 4x or more what they make, but they are also doing very little work while we have been there. The staff nurses who are in the covid ICU are usually just a resource nurse, but they do not have any sort of specific tasks or duties set for them. So how helpful some of them are depends on who it is. Some of them are driven and don’t need to be asked to go around and stock supplies in rooms, stock the isolation carts, go around and ask nurses who needs help with what. Others just kind of sit around on their phone all day in a corner and don’t make it known that they are there to help. Personally I’ve been a resource nurse before and I always had duties assigned to me...make sure everybody is turned q2, assist with hygiene and call lights, help with blood sugars, etc. I think that because there is some animosity from staff to the travelers the travelers often feel like they do not want to ask the staff nurses for help. I have seen the staff nurses be very accusatory towards the travelers. I will say sometimes it’s very warranted but I think these things should be handled a little less publicly. I don’t think it’s cool to confront a nurse in front of a patient, family, or other nurses about something. Personally I am a keep to myself kind of person, but I found that as travelers we have all stuck together pretty nicely. But I have mostly gotten along very well with the staff. - Expectation is that all travelers be able to take CRRT patients. Even if you are not trained in it prior to this assignment. They do give you about an hour crash course on it on your first day, and frankly I think CRRT is very easy but I am biased because I already knew how to do it!! I will say no time like the present to learn, and these are the easier machines to learn on but I do see this leading to errors. If you are not comfortable with CRRT and don’t think its something you can handle on the fly like that, I’d steer clear. - Like any facility, there are at least a few stupid rules. Here, you cannot tube any stool samples, you cannot tube a urine sample if it’s the kind that is in a cup, you cannot tube covid swabs...and if you want a fresh covid swab they wont tube it to you either, you gotta walk to the lab to get some if your unit ran out!! Stupid. - The charting is also very repetitive. They use epic, and they do allow charting by exception but only in terms of the actual hours...you still have to chart no matter what on your 8, 12, and 4. So to me, that’s not true charting by exception. But for each of those charting times, you can chart by exception. And they do NOT have the copy/paste function in their version of epic!! - The rooms are pretty small - Everything is bigger in the south, patients included. I have taken care of extrmely morbidly obese >400lb people almost every day. There have been times I’ve noticed that the entire unit save for maybe one or two patients is >300lbs. They do have the nice turning bariatric beds available though. I am not saying this to fat shame, but warning that if you have a bad back know that coming down here absolutely does take a toll on your back and you need to be careful. It can be frustrating at times when a task as simple as cleaning up a BM requires 4 people, and there is no CNA. - RNs draw and run ABGs in the ICU. Which for the most part, patients have an a-line which is convenient. But sometimes they don’t, and you will be expected to stick em. It’s not been a hard skill to learn but can be a little daunting...in most places, RTs do that job. Every place I have ever worked prior to here has RTs doing ABGs. But I’m glad to have learned the skill. But it's still annoying to have that extra task.",Scrubster,"September 25, 2021"
University Hospitals Of Cleveland,Cleveland,OH,Anonymous,3,2,2,2,4,,,,,,• Labor and Delivery-Syndicated Review,One of my least favorite travel experiences. The manager was an absolute nightmare human.,Scrubster,"December 5, 2022"
University Hospital Suny Health Science Center,Syracuse,NY,Anonymous,4,3,4,3,4,,,,,,• Endoscopy-Syndicated Review,"Close parking is EXPENSIVE. Very distant parking requires a shuttle that isn’t timely. Neighboring neighborhoods are not safe, frequent stabbings and shootings however campus is safe and Campus Police are omnipresent.",Scrubster,"July 29, 2024"
University Medical Center Of El Paso,El Paso,TX,Anonymous,5,5,5,5,5,,,,,,• Med-Surg-Syndicated Review,"Definitely helps if you speak Spanish, but the hospital was great. Scheduling was fair. PCTs we’re helpful. I worked day MedSurg. One of the coolest things was PCT schedules were one hour prior to nurses so when nurses came in at 7. All vitals and glucoses were done by the PCTs who had come in at 6. I wish all hospitals did this. It prevented lapses of patient care during shift change. The food was amazing. The facility had original oil paintings on all the floors. El Paso has great restaurants, amazing mountain lookout points to hike or drive to. Great downtown areas and museums to explore with bike or scooter rentals. I am considering going back here. The hospital is a level 1 trauma teaching hospital with lots of residents and nursing students coming through the halls. It was the first hospital doctors actually took the time to ask me if I had any recommendations of things that we were overlooking with the patient and they listened. The hospital is connected to the Texas Tech campus so the environment felt very open to teaching and learning opportunities.",Scrubster,"January 11, 2023"
University Medical Center Of Southern Nevada,Las Vegas,NV,Anonymous,4.5,4,5,-,-,,,,,,RN • Intensive Care-Syndicated Review,Love the Burn Unit here!,Scrubster,"November 18, 2021"
University Medical Center Of Southern Nevada,Las Vegas,NV,Anonymous,4.5,4,5,-,-,,,,,,Rn- ER • Emergency Room-Syndicated Review,-,Scrubster,"September 28, 2021"
University Of California Davis Medical Center,Sacramento,CA,Anonymous,3.5,3,4,-,-,,,,,,RN • Emergency Room-Syndicated Review,-,Scrubster,"January 23, 2022"
University Of California Davis Medical Center,Sacramento,CA,Anonymous,3.5,3,4,-,-,,,,,,Registered Nurse • Med-Surg-Syndicated Review,Units that were overflow had patients in curtained spaces. Not HIPAA safe. During the pandemic patients were positive with COVID-19. Not safe for patients or nurses.,Scrubster,"September 28, 2021"
University Of California Irvine Medical Center,Orange,CA,Anonymous,2,3,4,4,3,,,,,,RN • Emergency Room-Syndicated Review,"They have absolutely no available ancillary staff. No techs, phlebotomists, CNAs, LVNs or extra nurses to help. It's just all you doing everything for your patients alone. Luckily there are plenty of other travelers there that are willing to help each other when they're not drowning themselves.",Scrubster,"August 19, 2022"
